region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,lat,long
yuba-sutter,21672,2020.0,honda,civic,,4 cylinders,gas,8363.0,clean,automatic,fwd,mid-size,sedan,blue,ca,38.630615,-121.20752
zanesville / cambridge,10950,2011.0,jeep,grand cherokee,,,gas,117822.0,clean,automatic,4wd,,SUV,white,oh,39.74863,-82.6606
philadelphia,15899,2017.0,hyundai,tucson,,,gas,136621.0,clean,automatic,4wd,,wagon,silver,pa,40.13519,-74.70357
columbia / jeff city,17518,2019.0,buick,encore,,,gas,25463.0,clean,automatic,fwd,,,,mo,38.38262,-93.77344
new hampshire,21888,2015.0,jeep,wrangler,,,gas,100811.0,clean,automatic,4wd,,SUV,black,nh,43.066265,-71.447
corpus christi,18360,2017.0,hyundai,santa fe,,6 cylinders,gas,59260.0,clean,automatic,fwd,full-size,SUV,white,tx,27.703573,-97.34505
bend,23990,2008.0,toyota,tundra,,,gas,147774.0,clean,automatic,4wd,,pickup,,or,45.382347,-122.60513
inland empire,20000,2005.0,ram,2500,good,8 cylinders,gas,126000.0,clean,automatic,4wd,full-size,truck,grey,ca,33.5623,-112.0559
hawaii,15000,2015.0,nissan,rogue,,4 cylinders,gas,54791.0,clean,automatic,fwd,,SUV,red,hi,21.31806,-157.86519
rapid city / west SD,6998,2003.0,ford,f-150 lariat supercrew 4wd,,8 cylinders,gas,223708.0,clean,automatic,4wd,,,,sd,44.103504,-103.27108
orlando,0,2013.0,chrysler,town & country,,6 cylinders,gas,111139.0,clean,automatic,fwd,,van,,fl,27.479822,-82.571495
phoenix,19990,2018.0,nissan,rogue s sport utility 4d,good,,gas,14386.0,clean,other,,,hatchback,,az,33.44,-111.8
macon / warner robins,0,2013.0,audi,a6,,6 cylinders,gas,127051.0,clean,automatic,4wd,mid-size,sedan,white,ga,,
frederick,37999,2013.0,ford,f-250 crew cab king ranch 4x4,,8 cylinders,diesel,128485.0,clean,automatic,4wd,,pickup,green,md,39.51294,-76.909546
anchorage / mat-su,4000,1966.0,,oldsmobile toronado,good,8 cylinders,gas,67000.0,clean,automatic,fwd,full-size,coupe,white,ak,60.6145,-151.2546
greensboro,0,2021.0,gmc,sierra 1500,,,gas,3.0,clean,automatic,,,,,nc,36.47869,-79.73814
bend,0,2015.0,toyota,tacoma lifted truck lea,,6 cylinders,gas,61443.0,clean,automatic,4wd,,truck,,or,45.38598,-122.6083
south jersey,23990,2015.0,lexus,nx 200t sport utility 4d,good,,gas,39251.0,clean,automatic,fwd,,hatchback,silver,nj,39.46,-74.99
hawaii,22500,2017.0,honda,cr-v,excellent,4 cylinders,gas,32200.0,clean,automatic,fwd,compact,SUV,blue,hi,21.41147,-157.7972
palm springs,4999,2002.0,buick,century custom,excellent,6 cylinders,gas,53000.0,clean,automatic,,,sedan,,ca,33.743904,-116.35903
sarasota-bradenton,19499,2015.0,gmc,acadia,,6 cylinders,gas,79470.0,clean,automatic,fwd,full-size,SUV,custom,fl,27.266027,-82.51665
boise,199,2014.0,dodge,grand caravan sxt,excellent,6 cylinders,gas,122610.0,clean,automatic,fwd,full-size,mini-van,grey,id,43.62729,-116.245804
lexington,13900,2010.0,chevrolet,avalanche,,8 cylinders,gas,165684.0,clean,automatic,4wd,full-size,SUV,black,ky,37.115814,-84.630516
albuquerque,18999,2008.0,ford,f-250,excellent,8 cylinders,diesel,200461.0,clean,automatic,4wd,full-size,truck,blue,nm,35.0818,-106.6482
long island,28990,2020.0,chevrolet,silverado 1500 regular,good,6 cylinders,other,22262.0,clean,other,,,pickup,silver,ny,40.8,-73.12
corpus christi,40411,2019.0,ram,pickup 1500,,8 cylinders,gas,17079.0,clean,automatic,4wd,full-size,pickup,silver,tx,27.703573,-97.34505
bellingham,1400,1997.0,toyota,corolla,good,4 cylinders,gas,239334.0,clean,manual,fwd,compact,sedan,white,wa,48.6952,-122.4124
lexington,17984,2017.0,ford,edge,,4 cylinders,gas,77591.0,clean,automatic,fwd,,SUV,,ky,38.21969,-84.541855
austin,14950,2018.0,ford,f-150,,6 cylinders,gas,23206.0,salvage,automatic,rwd,full-size,pickup,grey,tx,25.827103,-80.24152
omaha / council bluffs,51900,2016.0,ram,2500,,,diesel,79211.0,clean,automatic,4wd,,pickup,blue,ia,41.424187,-96.49991
fayetteville,14999,2018.0,nissan,altima,,,gas,39407.0,clean,automatic,fwd,,sedan,white,nc,40.62279,-73.74012
syracuse,12495,2015.0,nissan,altima,,,gas,46284.0,clean,automatic,,,,,ny,43.0847,-76.2405
richmond,36990,2017.0,mitsubishi,fuso fe160,good,4 cylinders,diesel,45925.0,clean,automatic,rwd,full-size,truck,white,va,40.468784,-74.28171
cleveland,19550,2012.0,ford,f-150,,6 cylinders,gas,140257.0,clean,automatic,4wd,,,black,oh,41.12442,-81.8943
western slope,18000,1993.0,chevrolet,k3500,excellent,other,gas,56000.0,clean,automatic,4wd,full-size,truck,white,co,38.47444,-107.73313
boise,10995,2008.0,toyota,highlander,,6 cylinders,gas,155000.0,clean,automatic,,,SUV,,id,43.5834,-116.5848
orange county,13000,2013.0,hyundai,accent,excellent,4 cylinders,gas,41000.0,clean,automatic,fwd,,,white,ca,33.7869,-117.9273
tucson,46995,2013.0,ford,f-350 superduty lariat crew drw,,8 cylinders,other,103790.0,clean,automatic,4wd,,pickup,brown,az,33.396355,-111.954865
fresno / madera,39995,2016.0,ford,f-250 super duty 4x2 2dr re,,,gas,35000.0,clean,automatic,,,,,ca,36.1149,-115.2161
augusta,20990,2017.0,chrysler,300 limited sedan 4d,good,6 cylinders,gas,32293.0,clean,other,rwd,,sedan,black,ga,33.45,-81.99
"kansas city, MO",9997,2014.0,chevrolet,equinox ls,,4 cylinders,gas,123568.0,clean,automatic,fwd,,SUV,black,ks,39.0803,-94.7806
charlottesville,4995,2006.0,honda,civic ex,good,4 cylinders,gas,199000.0,clean,automatic,fwd,,sedan,silver,va,38.2095,-78.3098
lehigh valley,8995,2006.0,gmc,canyon regular cab,,5 cylinders,gas,114494.0,clean,automatic,4wd,,pickup,red,pa,40.857,-73.3146
memphis,39990,2009.0,,Freightliner M-Line Walk-in Van,good,6 cylinders,diesel,35429.0,clean,automatic,rwd,full-size,truck,white,tn,40.468784,-74.28171
albuquerque,10900,2013.0,acura,mdx,,6 cylinders,gas,167000.0,clean,automatic,4wd,,truck,,nm,35.1506,-106.569
new haven,39990,2018.0,audi,s5 premium plus sedan 4d,good,,other,44054.0,clean,other,,,sedan,black,ct,41.31,-72.92
springfield,7500,1951.0,,Cheverolet,good,6 cylinders,gas,96118.0,clean,manual,rwd,full-size,coupe,brown,mo,37.131,-93.0964
akron / canton,399,2012.0,dodge,challenger,like new,,gas,100000.0,clean,automatic,,,,,oh,41.0334,-81.4385
cape cod / islands,4500,2004.0,subaru,forester,,,gas,114000.0,clean,manual,,,,,ma,41.9296,-71.3009
chicago,1100,2002.0,ford,focus,good,4 cylinders,gas,106000.0,clean,automatic,rwd,mid-size,sedan,blue,il,41.9699,-87.7603
hartford,4995,2011.0,ford,crown victoria,good,8 cylinders,gas,138000.0,clean,automatic,rwd,full-size,sedan,custom,ct,42.5959,-72.2267
albany,10995,2000.0,ford,f-450,,,diesel,156000.0,clean,,fwd,,other,,ny,42.999966,-73.860565
cincinnati,75995,2020.0,ford,f-350sd,excellent,,gas,13169.0,clean,automatic,4wd,,pickup,white,oh,40.57628,-84.1798
oklahoma city,14921,2015.0,jeep,patriot sport,excellent,,gas,63733.0,clean,automatic,fwd,,,,ok,34.1566,-97.1792
north jersey,30000,2000.0,volvo,wg,good,other,diesel,650000.0,clean,manual,,,truck,blue,nj,40.7664,-74.1695
syracuse,7995,2013.0,chevrolet,cruze,excellent,4 cylinders,gas,80324.0,clean,automatic,fwd,,sedan,custom,ny,43.223553,-77.372475
tucson,13900,2013.0,nissan,frontier,excellent,6 cylinders,gas,,clean,automatic,4wd,,pickup,grey,az,32.252975,-110.97871
hickory / lenoir,0,2014.0,mercedes-benz,cla,,4 cylinders,gas,77558.0,clean,automatic,fwd,sub-compact,sedan,black,nc,,
fredericksburg,0,2018.0,toyota,camry,,,gas,20741.0,clean,automatic,fwd,,sedan,black,va,38.25712,-77.49572
columbus,6495,2005.0,infiniti,fx35,excellent,6 cylinders,gas,149000.0,clean,automatic,4wd,full-size,SUV,custom,oh,39.942265,-82.8336
new haven,26990,2020.0,buick,encore gx essence sport,good,,other,38.0,clean,other,fwd,,other,black,ct,41.31,-72.92
eugene,30990,2019.0,ford,ranger supercrew xl pickup,good,,other,1834.0,clean,other,,,pickup,black,or,33.779213,-84.41181
fredericksburg,19000,2018.0,nissan,rouge,new,,gas,64833.0,clean,automatic,,,SUV,black,va,38.282,-77.5548
san luis obispo,12999,2012.0,honda,accord,like new,6 cylinders,gas,124531.0,clean,automatic,fwd,full-size,sedan,silver,ca,35.5566,-121.084
killeen / temple / ft hood,23888,2016.0,nissan,370z coupe,good,6 cylinders,gas,32348.0,clean,automatic,rwd,compact,coupe,grey,tx,31.115953,-97.725365
reno / tahoe,5500,1991.0,jaguar,xj6 vanden plas,excellent,6 cylinders,gas,102100.0,clean,automatic,rwd,full-size,sedan,custom,ca,39.0218,-119.7314
SF bay area,24800,2013.0,nissan,370z,like new,6 cylinders,gas,55000.0,clean,manual,rwd,,coupe,white,ca,37.685326,-121.772285
eugene,23955,2012.0,ford,mustang gt premium,,8 cylinders,gas,59470.0,clean,automatic,rwd,,coupe,black,or,45.389973,-122.61139
buffalo,45990,2019.0,jeep,wrangler unlimited rubicon,good,,other,9857.0,clean,other,4wd,,SUV,,ny,42.88,-78.85
medford-ashland,53997,2018.0,jeep,"wrangler unlimited rubicon local trade* terra fles sport lift*37"" nitto trail grabblers*17"" kmc xd beadlock wheels* x2o winch* steel bumpers*led lights* never off roaded",,6 cylinders,gas,41638.0,clean,manual,4wd,,SUV,white,or,45.5472,-122.5001
knoxville,34995,2017.0,ford,super duty f-250,,8 cylinders,gas,76553.0,clean,automatic,4wd,,truck,white,tn,35.534153,-82.4321
cincinnati,11900,2010.0,mercedes-benz,glk-class,,,gas,126407.0,clean,automatic,,,other,silver,oh,39.322525,-84.5031
boise,58999,2020.0,gmc,sierra 1500 at4 4x4 half ton,,,gas,41178.0,clean,automatic,4wd,,truck,white,id,43.61974,-116.29469
south florida,5895,2006.0,ford,f-150,excellent,,gas,129055.0,clean,automatic,,full-size,pickup,blue,fl,25.813,-80.232
louisville,12500,2014.0,cadillac,srx performance,excellent,6 cylinders,gas,127200.0,clean,automatic,fwd,full-size,SUV,white,ky,38.1768,-85.5218
daytona beach,14700,2005.0,ford,thunderbird convertible,excellent,8 cylinders,gas,80926.0,clean,automatic,rwd,full-size,convertible,silver,fl,27.234098,-80.829895
tampa bay area,3600,2006.0,ford,focus zx4 s,good,4 cylinders,gas,106000.0,clean,automatic,,mid-size,sedan,,fl,27.840443,-82.73512
orlando,26500,2012.0,ford,f250 super duty,,,gas,37333.0,clean,automatic,,,,silver,fl,27.5008,-80.36
anchorage / mat-su,58000,2019.0,ram,3500 cummins,,,diesel,5000.0,clean,automatic,,,,,ak,61.5313,-149.4784
reno / tahoe,11995,2017.0,mitsubishi,outlander,,,gas,127827.0,clean,automatic,4wd,,wagon,black,ca,38.806984,-121.21731
portland,7995,2011.0,mazda,3,,4 cylinders,gas,126923.0,clean,automatic,fwd,mid-size,sedan,grey,or,45.478153,-122.57903
"washington, DC",28590,2018.0,,Genesis G80 3.8 Sedan 4D,good,6 cylinders,gas,34560.0,clean,other,rwd,,sedan,white,dc,38.89,-77.03
chicago,14575,2012.0,buick,enclave,,6 cylinders,gas,73900.0,clean,automatic,4wd,full-size,SUV,custom,il,41.988976,-87.87174
missoula,11900,2006.0,ram,2500,good,8 cylinders,gas,263000.0,clean,automatic,4wd,full-size,pickup,red,mt,46.9006,-114.0027
greensboro,7000,2011.0,toyota,prius two,,,gas,152047.0,clean,automatic,,,,,nc,36.066833,-79.821686
lima / findlay,16590,2013.0,honda,civic si coupe 2d,good,,other,81552.0,clean,other,fwd,,coupe,silver,oh,40.74,-84.11
rochester,8900,2002.0,ford,mustang,excellent,8 cylinders,gas,101000.0,clean,manual,rwd,,,,ny,43.2923,-77.7905
lehigh valley,7600,2007.0,bmw,x3,excellent,6 cylinders,gas,141000.0,clean,automatic,4wd,mid-size,SUV,white,pa,40.61718,-75.44153
chicago,3000,2010.0,ford,focus,,,gas,150000.0,clean,automatic,,,,,il,41.806255,-87.76137
myrtle beach,23999,2016.0,gmc,"canyon 2wd ext cab 128.3"" sle",,4 cylinders,,53312.0,clean,automatic,rwd,,pickup,silver,sc,33.383434,-79.30546
north jersey,37590,2012.0,chevrolet,corvette coupe 2d,good,,other,30323.0,clean,other,rwd,,coupe,black,nj,40.44,-74.82
southwest michigan,21590,2019.0,volkswagen,jetta 1.4t sel,good,,gas,7898.0,clean,other,fwd,,sedan,blue,mi,42.27,-85.58
rochester,15995,2013.0,toyota,rav4 le,,,gas,76010.0,clean,automatic,,,SUV,silver,ny,43.1895,-77.8043
knoxville,15301,2013.0,bmw,3 series,,4 cylinders,gas,32359.0,clean,automatic,rwd,mid-size,sedan,white,tn,,
south jersey,11700,2016.0,nissan,sentra sv,like new,4 cylinders,gas,37000.0,clean,automatic,fwd,mid-size,coupe,red,nj,39.346,-74.4723
laredo,3800,2005.0,toyota,solara,salvage,4 cylinders,gas,160000.0,salvage,manual,fwd,compact,coupe,red,tx,29.7565,-98.1983
sacramento,46777,2014.0,ram,3500,,,diesel,107313.0,clean,automatic,4wd,,pickup,white,ca,38.62605,-121.401344
palm springs,17500,2015.0,ford,transit 150,excellent,6 cylinders,gas,143553.0,clean,automatic,,,van,white,ca,33.916306,-118.29652
eugene,10000,1973.0,volkswagen,transporter,good,4 cylinders,gas,10000.0,clean,manual,rwd,,,blue,or,44.0612,-123.1555
evansville,33590,2014.0,jeep,wrangler unlimited rubicon,good,6 cylinders,gas,33412.0,clean,other,4wd,,SUV,red,in,37.98,-87.54
sioux falls / SE SD,8950,1998.0,jaguar,xk8 convertible v8,,,gas,92060.0,clean,automatic,,,,,sd,44.8346,-91.5159
baltimore,0,2014.0,,Freightliner Cascadia,,,diesel,1000.0,clean,automatic,,,,,md,36.0127,-86.56
tallahassee,0,2017.0,ford,escape,excellent,4 cylinders,gas,68243.0,clean,automatic,rwd,compact,wagon,white,fl,30.175406,-85.65957
boston,10995,2010.0,ford,explorer,good,6 cylinders,gas,110000.0,clean,automatic,4wd,full-size,SUV,orange,ma,42.5959,-72.2267
cleveland,12995,1995.0,ford,mustang,,8 cylinders,gas,38135.0,clean,automatic,rwd,,,white,oh,41.12442,-81.8943
annapolis,0,2016.0,dodge,charger,,,gas,56798.0,clean,automatic,rwd,,sedan,,md,38.82345,-76.94738
greenville / upstate,6900,2010.0,toyota,corolla lesedan 4a,excellent,4 cylinders,gas,149000.0,,automatic,,,sedan,,sc,34.708828,-82.49493
detroit metro,4750,1986.0,pontiac,fiero gt,good,6 cylinders,gas,127000.0,clean,manual,rwd,,coupe,,mi,42.4264,-83.3017
minneapolis / st paul,9150,2010.0,chevrolet,traverse,good,6 cylinders,gas,105400.0,lien,automatic,fwd,full-size,SUV,white,mn,44.7394,-93.1258
orlando,0,2016.0,,Scion iA,excellent,,gas,,clean,automatic,fwd,,sedan,grey,fl,28.3078,-81.3681
greenville / upstate,7981,2012.0,volkswagen,passat,excellent,5 cylinders,gas,119000.0,clean,automatic,fwd,mid-size,sedan,black,sc,34.831474,-82.48955
central NJ,4200,2005.0,kia,sportage,,6 cylinders,gas,148194.0,clean,automatic,4wd,,SUV,grey,nj,40.18157,-74.66338
saginaw-midland-baycity,6900,2008.0,nissan,titan,good,8 cylinders,gas,228000.0,clean,automatic,4wd,,,blue,mi,42.851055,-83.45119
el paso,14990,2014.0,volvo,s60 t5 sedan 4d,good,,other,92658.0,clean,other,,,sedan,black,tx,31.84,-106.43
medford-ashland,4199,2006.0,bmw,x5 3.0i,good,6 cylinders,gas,172200.0,clean,automatic,4wd,,SUV,grey,or,42.4638,-123.3457
reno / tahoe,26999,2015.0,jeep,wrangler sport unlimited,like new,6 cylinders,gas,148973.0,clean,automatic,4wd,full-size,,white,ca,39.54555,-119.816895
oregon coast,33990,2005.0,ram,,,,diesel,106988.0,clean,automatic,4wd,,pickup,,or,45.382347,-122.60513
western slope,29500,2014.0,chevrolet,silverado 1500,,8 cylinders,gas,147805.0,clean,automatic,4wd,,truck,black,co,38.49468,-107.8937
boston,0,2013.0,audi,q5 2.0t prem plus,excellent,4 cylinders,gas,120.0,clean,automatic,4wd,mid-size,SUV,silver,ma,42.70084,-71.202156
omaha / council bluffs,23995,,,olet Silverado 1500,,6 cylinders,,46301.0,rebuilt,automatic,rwd,,pickup,red,ia,41.207382,-96.023094
kenosha-racine,750,2007.0,saturn,vue,,,gas,76245.0,clean,manual,,,,,wi,42.1976,-87.9261
south florida,9995,2014.0,honda,civic,excellent,,gas,105629.0,clean,automatic,,,coupe,grey,fl,26.7139,-80.11012
minneapolis / st paul,18498,2015.0,jeep,grand cherokee,,6 cylinders,gas,120028.0,clean,automatic,4wd,,SUV,red,mn,44.86329,-93.28534
"washington, DC",23990,2013.0,lincoln,navigator sport utility,good,8 cylinders,gas,63065.0,clean,other,4wd,,other,black,dc,38.89,-77.03
grand rapids,6495,2014.0,dodge,grand caravan,,,gas,165394.0,clean,automatic,,,,,mi,43.1824,-84.1122
wichita,25800,2020.0,chevrolet,equinox lt awd,like new,4 cylinders,gas,29231.0,clean,automatic,4wd,mid-size,SUV,grey,ks,36.797848,-98.68641
phoenix,35900,2009.0,ford,e-150,excellent,8 cylinders,gas,16000.0,clean,automatic,4wd,full-size,van,white,az,34.260136,-110.08475
"quad cities, IA/IL",15950,2013.0,mercedes-benz,c300 sport 4matic,,,gas,60000.0,clean,automatic,,,,,il,44.8346,-91.5159
harrisburg,37900,2018.0,ford,explorer sport,like new,6 cylinders,gas,48440.0,clean,automatic,4wd,,SUV,red,pa,40.35361,-76.37499
spokane / coeur d'alene,6000,1996.0,chevrolet,silverado z71,excellent,8 cylinders,gas,230000.0,clean,automatic,4wd,full-size,pickup,green,id,47.69602,-117.04629
columbus,28990,2018.0,gmc,acadia sle-2 sport utility,good,6 cylinders,gas,24486.0,clean,other,,,SUV,,ga,32.51,-84.87
potsdam-canton-massena,8999,2013.0,mitsubishi,lancer,,,gas,79000.0,clean,automatic,,,,,ny,44.6902,-75.4774
charleston,35590,2018.0,jaguar,e-pace p250 se sport,good,,other,14991.0,clean,other,,,other,black,wv,38.35,-81.63
baton rouge,27590,2013.0,toyota,tacoma access cab pickup,good,,other,43937.0,clean,other,4wd,,pickup,white,la,30.44,-91.12
"kansas city, MO",65000,2018.0,chevrolet,camaro zl1,like new,8 cylinders,gas,3600.0,clean,automatic,rwd,,coupe,black,ks,41.6507,-86.1623
dallas / fort worth,22825,2012.0,audi,a7,,,gas,74622.0,clean,automatic,,,sedan,black,tx,32.946014,-96.82935
maine,10995,2012.0,hyundai,genesis coupe,excellent,,gas,95000.0,clean,automatic,rwd,,coupe,black,me,43.188725,-71.50493
chicago,3500,2005.0,honda,pilot,good,6 cylinders,gas,140229.0,clean,automatic,fwd,,SUV,red,il,41.9464,-87.7042
clarksville,12999,2012.0,infiniti,g,,6 cylinders,gas,96166.0,clean,automatic,rwd,,sedan,blue,tn,36.5853,-87.4186
lakeland,19590,2020.0,kia,sportage lx sport utility 4d,good,,gas,23635.0,clean,other,,,SUV,silver,fl,28.04,-81.96
detroit metro,12900,2008.0,porsche,cayenne awd,like new,6 cylinders,gas,84000.0,clean,automatic,4wd,full-size,SUV,white,mi,42.460056,-83.43458
lexington,9794,2015.0,chevrolet,malibu,,4 cylinders,gas,114961.0,clean,automatic,fwd,,sedan,red,ky,38.67846,-84.60089
finger lakes,13995,2013.0,cadillac,cts,,6 cylinders,gas,70000.0,clean,automatic,rwd,,sedan,black,ny,43.0777,-76.9896
flagstaff / sedona,20850,2000.0,ford,,good,6 cylinders,diesel,525000.0,clean,manual,rwd,full-size,other,white,az,35.242996,-112.97705
baton rouge,24990,2012.0,lexus,ls 460 sedan 4d,good,8 cylinders,gas,51724.0,clean,automatic,rwd,,sedan,black,la,30.44,-91.12
delaware,12495,2015.0,kia,forte,good,4 cylinders,gas,78582.0,clean,automatic,fwd,,sedan,grey,de,38.72573,-75.58994
lincoln,49999,2018.0,ford,f-150,,6 cylinders,gas,57610.0,clean,automatic,4wd,,truck,grey,ne,41.438366,-97.3169
knoxville,17990,2011.0,honda,odyssey ex-l,,6 cylinders,gas,61300.0,clean,automatic,fwd,,van,blue,tn,35.9244,-84.0015
little rock,63044,2020.0,chevrolet,silverado 2500hd,,,diesel,40980.0,clean,automatic,4wd,,pickup,,ar,38.4018,-93.785
daytona beach,6700,2013.0,chevrolet,sonic lt hatchback,excellent,4 cylinders,gas,84690.0,clean,manual,fwd,full-size,hatchback,white,fl,27.234098,-80.829895
daytona beach,22930,2018.0,gmc,terrain sle,,,gas,28162.0,clean,automatic,,,,,fl,29.802267,-82.53054
susanville,29997,2010.0,toyota,fj cruiser,,,gas,127309.0,clean,automatic,4wd,,wagon,black,ca,38.60501,-121.40192
baltimore,1800,2001.0,ford,ranger,,6 cylinders,gas,240000.0,clean,automatic,,,,,md,39.0762,-76.6996
saginaw-midland-baycity,4495,2009.0,chevrolet,malibu,,,gas,152796.0,clean,automatic,,,,,mi,43.1824,-84.1122
nashville,28990,2019.0,hyundai,santa fe xl se sport,good,6 cylinders,gas,20046.0,clean,other,,,other,black,tn,36.17,-86.78
gadsden-anniston,37990,2016.0,chevrolet,camaro ss coupe 2d,good,8 cylinders,gas,9704.0,clean,other,rwd,,coupe,red,al,34.01,-86.01
austin,24590,2019.0,nissan,frontier king cab s,good,,gas,13225.0,clean,other,fwd,,pickup,white,tx,30.26,-97.74
santa barbara,10500,1983.0,ford,econoline cargo van,,,gas,18000.0,clean,automatic,,,,,ca,34.386295,-119.73055
little rock,28865,2015.0,lexus,rc 350,,,gas,70908.0,clean,automatic,,,,silver,ar,38.4018,-93.785
new hampshire,25990,2019.0,chrysler,300 touring l sedan 4d,good,,other,19690.0,clean,other,,,sedan,white,nh,42.99,-71.45
sacramento,0,2019.0,nissan,rogue sport s,,4 cylinders,gas,20465.0,clean,automatic,fwd,,SUV,,ca,38.751724,-121.2568
fayetteville,17900,2018.0,jeep,renegade,,,gas,46933.0,clean,automatic,,,,black,ar,36.2554,-94.1308
bellingham,36999,2006.0,ram,3500 slt,,6 cylinders,diesel,108365.0,clean,automatic,4wd,,truck,,wa,47.81247,-122.32164
houston,100,2016.0,chevrolet,silverado,,,gas,38000.0,clean,automatic,,,,,tx,29.7853,-95.1852
appleton-oshkosh-FDL,3950,2004.0,toyota,camry le,good,4 cylinders,gas,205000.0,clean,automatic,fwd,mid-size,sedan,white,wi,44.022,-88.5436
bakersfield,10800,1989.0,pontiac,firebird,excellent,8 cylinders,gas,164023.0,clean,automatic,,sub-compact,coupe,white,ca,33.88224,-118.12397
twin tiers NY/PA,24590,2013.0,gmc,sierra 1500 extended cab slt,good,8 cylinders,other,80318.0,clean,other,,,pickup,,ny,42.08,-76.8
akron / canton,14500,2015.0,chevrolet,express 2500 van,good,8 cylinders,gas,91343.0,clean,automatic,rwd,,van,white,oh,40.568718,-81.92307
asheville,22199,2017.0,,Genesis G80,good,6 cylinders,gas,98371.0,clean,automatic,rwd,,sedan,black,nc,36.006832,-84.014656
duluth / superior,7500,1962.0,chevrolet,impala,good,,gas,50000.0,missing,automatic,,,,grey,mn,47.5007,-92.8617
minneapolis / st paul,21891,2015.0,jaguar,xf,,6 cylinders,,71561.0,clean,automatic,,,,silver,mn,45.05552,-93.35829
